578;5;SIMOES FILHO
579;5;SITIO DO MATO
580;5;SITIO DO QUINTO
581;5;SOBRADINHO
582;5;SOUTO SOARES
583;5;TABOCAS DO BREJO VELHO
584;5;TANHACU
585;5;TANQUE NOVO
586;5;TANQUINHO
587;5;TAPEROA
588;5;TAPIRAMUTA
589;5;TEIXEIRA DE FREITAS
590;5;TEODORO SAMPAIO
591;5;TEOFILANDIA
592;5;TEOLANDIA
593;5;TERRA NOVA
594;5;TREMEDAL
595;5;TUCANO
596;5;UAUA
597;5;UBAIRA
598;5;UBAITABA
599;5;UBATA
600;5;UIBAI
601;5;UMBURANAS
602;5;UNA
603;5;URANDI
604;5;URUCUCA
605;5;UTINGA
606;5;VALENCA
607;5;VALENTE
608;5;VARZEA NOVA
609;5;VARZEA DA ROCA
610;5;VARZEA DO POCO
611;5;VARZEDO
612;5;VERA CRUZ
613;5;VEREDA
614;5;VITORIA DA CONQUISTA
615;5;WAGNER
616;5;WANDERLEY
617;5;WENCESLAU GUIMARAES
618;5;XIQUE-XIQUE
619;6;ABAIARA
620;6;ACARAPE
621;6;ACARAU
622;6;ACOPIARA
623;6;AIUABA
624;6;ALCANTARAS
625;6;ALTANEIRA
626;6;ALTO SANTO
627;6;AMONTADA
628;6;ANTONINA DO NORTE
629;6;APUIARES
630;6;AQUIRAZ
631;6;ARACATI
632;6;ARACOIABA
633;6;ARARENDA
634;6;ARARIPE
635;6;ARATUBA
636;6;ARNEIROZ
637;6;ASSARE
638;6;AURORA
639;6;BAIXIO
640;6;BANABUIU
641;6;BARBALHA
642;6;BARREIRA
643;6;BARRO
644;6;BARROQUINHA
645;6;BATURITE
646;6;BEBERIBE
647;6;BELA CRUZ
648;6;BOA VIAGEM
649;6;BREJO SANTO
650;6;CAMOCIM
651;6;CAMPOS SALES
652;6;CANINDE
653;6;CAPISTRANO
654;6;CARIDADE
655;6;CARIRE
656;6;CARIRIACU
657;6;CARIUS
658;6;CARNAUBAL
659;6;CASCAVEL
660;6;CATARINA
661;6;CATUNDA
662;6;CAUCAIA
663;6;CEDRO
664;6;CHAVAL
665;6;CHORO
666;6;CHOROZINHO
667;6;COREAU
668;6;CRATEUS
669;6;CRATO
670;6;CROATA
671;6;CRUZ
672;6;DEPUTADO IRAPUAN PINHEIRO
673;6;ERERE
674;6;EUSEBIO
675;6;FARIAS BRITO
676;6;FORQUILHA
677;6;FORTALEZA
678;6;FORTIM
679;6;FRECHEIRINHA
680;6;GENERAL SAMPAIO
681;6;GRACA
682;6;GRANJA
683;6;GRANJEIRO
684;6;GROAIRAS
685;6;GUAIUBA
686;6;GUARACIABA DO NORTE
687;6;GUARAMIRANGA
688;6;HIDROLANDIA
689;6;HORIZONTE
690;6;IBARETAMA
691;6;IBIAPINA
692;6;IBICUITINGA
693;6;ICAPUI
694;6;ICO
695;6;IGUATU
696;6;INDEPENDENCIA
697;6;IPAPORANGA
698;6;IPAUMIRIM
699;6;IPU
700;6;IPUEIRAS
701;6;IRACEMA
702;6;IRAUCUBA
703;6;ITAICABA
704;6;ITAITINGA
705;6;ITAPAGE
706;6;ITAPIPOCA
707;6;ITAPIUNA
708;6;ITAREMA
709;6;ITATIRA
710;6;JAGUARETAMA
711;6;JAGUARIBARA
712;6;JAGUARIBE
713;6;JAGUARUANA
714;6;JARDIM
715;6;JATI
716;6;JIJOCA DE JERICOACOARA
717;6;JUAZEIRO DO NORTE
718;6;JUCAS
719;6;LAVRAS DA MANGABEIRA
720;6;LIMOEIRO DO NORTE
721;6;MADALENA
722;6;MARACANAU
723;6;MARANGUAPE
724;6;MARCO
725;6;MARTINOPOLE
726;6;MASSAPE
727;6;MAURITI
728;6;MERUOCA
729;6;MILAGRES
730;6;MILHA
731;6;MIRAIMA
732;6;MISSAO VELHA
733;6;MOMBACA
734;6;MONSENHOR TABOSA
735;6;MORADA NOVA
736;6;MORAUJO
737;6;MORRINHOS
738;6;MUCAMBO
739;6;MULUNGU
740;6;NOVA OLINDA
741;6;NOVA RUSSAS
742;6;NOVO ORIENTE
743;6;OCARA
744;6;OROS
745;6;PACAJUS
746;6;PACATUBA
747;6;PACOTI
748;6;PACUJA
749;6;PALHANO
750;6;PALMACIA
751;6;PARACURU
752;6;PARAIPABA
753;6;PARAMBU
754;6;PARAMOTI
755;6;PEDRA BRANCA
756;6;PENAFORTE
757;6;PENTECOSTE
758;6;PEREIRO
759;6;PINDORETAMA
760;6;PIQUET CARNEIRO
761;6;PIRES FERREIRA
762;6;PORANGA
763;6;PORTEIRAS
764;6;POTENGI
765;6;POTIRETAMA
766;6;QUITERIANOPOLIS
767;6;QUIXADA
768;6;QUIXELA
769;6;QUIXERAMOBIM
770;6;QUIXERE
771;6;REDENCAO
772;6;RERIUTABA
773;6;RUSSAS
774;6;SABOEIRO
775;6;SALITRE
776;6;SANTA QUITERIA
777;6;SANTANA DO ACARAU
778;6;SANTANA DO CARIRI
779;6;SAO BENEDITO
780;6;SAO GONCALO DO AMARANTE
781;6;SAO JOAO DO JAGUARIBE
782;6;SAO LUIS DO CURU
783;6;SENADOR POMPEU
784;6;SENADOR SA
785;6;SOBRAL
786;6;SOLONOPOLE
787;6;TABULEIRO DO NORTE
788;6;TAMBORIL
789;6;TARRAFAS
790;6;TAUA
791;6;TEJUCUOCA
792;6;TIANGUA
793;6;TRAIRI
794;6;TURURU
795;6;UBAJARA
796;6;UMARI
797;6;UMIRIM
798;6;URUBURETAMA
799;6;URUOCA
800;6;VARJOTA
801;6;VARZEA ALEGRE
802;6;VICOSA DO CEARA
803;7;BRASILIA
804;8;AFONSO CLAUDIO
805;8;AGUA DOCE DO NORTE
806;8;AGUIA BRANCA
807;8;ALEGRE
808;8;ALFREDO CHAVES
809;8;ALTO RIO NOVO
810;8;ANCHIETA
811;8;APIACA
812;8;ARACRUZ
813;8;ATILIO VIVACQUA
814;8;BAIXO GUANDU
815;8;BARRA DE SAO FRANCISCO
816;8;BOA ESPERANCA
817;8;BOM JESUS DO NORTE
818;8;BREJETUBA
819;8;CACHOEIRO DE ITAPEMIRIM
820;8;CARIACICA
821;8;CASTELO
822;8;COLATINA
823;8;CONCEICAO DA BARRA
824;8;CONCEICAO DO CASTELO
825;8;DIVINO DE SAO LOURENCO
826;8;DOMINGOS MARTINS
827;8;DORES DO RIO PRETO
828;8;ECOPORANGA
829;8;FUNDAO
830;8;GUACUI
831;8;GUARAPARI
832;8;IBATIBA
833;8;IBIRACU
834;8;IBITIRAMA
835;8;ICONHA
836;8;IRUPI
837;8;ITAGUACU
838;8;ITAPEMIRIM
839;8;ITARANA
840;8;IUNA
841;8;JAGUARE
842;8;JERONIMO MONTEIRO
843;8;JOAO NEIVA
844;8;LARANJA DA TERRA
845;8;LINHARES
846;8;MANTENOPOLIS
847;8;MARATAIZES
848;8;MARECHAL FLORIANO
849;8;MARILANDIA
850;8;MIMOSO DO SUL
851;8;MONTANHA
852;8;MUCURICI
853;8;MUNIZ FREIRE
854;8;MUQUI
855;8;NOVA VENECIA
856;8;PANCAS
857;8;PEDRO CANARIO
858;8;PINHEIROS
859;8;PIUMA
860;8;PONTO BELO
861;8;PRESIDENTE KENNEDY
862;8;RIO BANANAL
863;8;RIO NOVO DO SUL
864;8;SANTA LEOPOLDINA
865;8;SANTA MARIA DE JETIBA
866;8;SANTA TERESA
867;8;SAO DOMINGOS DO NORTE
868;8;SAO GABRIEL DA PALHA
869;8;SAO JOSE DO CALCADO
870;8;SAO MATEUS
871;8;SAO ROQUE DO CANAA
872;8;SERRA
873;8;SOORETAMA
874;8;VARGEM ALTA
875;8;VENDA NOVA DO IMIGRANTE
876;8;VIANA
877;8;VILA PAVAO
878;8;VILA VALERIO
879;8;VILA VELHA
880;8;VITORIA
881;9;ABADIA DE GOIAS
882;9;ABADIANIA
883;9;ACREUNA
884;9;ADELANDIA
885;9;AGUA FRIA DE GOIAS
886;9;AGUA LIMPA
887;9;AGUAS LINDAS DE GOIAS
888;9;ALEXANIA
889;9;ALOANDIA
890;9;ALTO HORIZONTE
891;9;ALTO PARAISO DE GOIAS
892;9;ALVORADA DO NORTE
893;9;AMARALINA
894;9;AMERICANO DO BRASIL
895;9;AMORINOPOLIS
896;9;ANAPOLIS
897;9;ANHANGUERA
898;9;ANICUNS
899;9;APARECIDA DE GOIANIA
900;9;APARECIDA DO RIO DOCE
901;9;APORE
902;9;ARACU
903;9;ARAGARCAS
904;9;ARAGOIANIA
905;9;ARAGUAPAZ
906;9;ARENOPOLIS
907;9;ARUANA
908;9;AURILANDIA
909;9;AVELINOPOLIS
910;9;BALIZA
911;9;BARRO ALTO
912;9;BELA VISTA DE GOIAS
913;9;BOM JARDIM DE GOIAS
914;9;BOM JESUS DE GOIAS
915;9;BONFINOPOLIS
916;9;BONOPOLIS
917;9;BRASILIA
918;9;BRAZABRANTES
919;9;BRITANIA
920;9;BURITI ALEGRE
921;9;BURITI DE GOIAS
922;9;BURITINOPOLIS
923;9;CABECEIRAS
924;9;CACHOEIRA ALTA
925;9;CACHOEIRA DOURADA
926;9;CACHOEIRA DE GOIAS
927;9;CACU
928;9;CAIAPONIA
929;9;CALDAS NOVAS
930;9;CALDAZINHA
931;9;CAMPESTRE DE GOIAS
932;9;CAMPINACU
933;9;CAMPINORTE
934;9;CAMPO ALEGRE DE GOIAS
935;9;CAMPOS BELOS
936;9;CAMPOS VERDES
937;9;CARMO DO RIO VERDE
938;9;CASTELANDIA
939;9;CATALAO
940;9;CATURAI
941;9;CAVALCANTE
942;9;CERES
943;9;CEZARINA
944;9;CHAPADAO DO CEU
945;9;CIDADE OCIDENTAL
946;9;COCALZINHO DE GOIAS
947;9;COLINAS DO SUL
948;9;CORREGO DO OURO
949;9;CORUMBA DE GOIAS
950;9;CORUMBAIBA
951;9;CRISTALINA
952;9;CRISTIANOPOLIS
953;9;CRIXAS
954;9;CROMINIA
955;9;CUMARI
956;9;DAMIANOPOLIS
957;9;DAMOLANDIA
958;9;DAVINOPOLIS
959;9;DIORAMA
960;9;DIVINOPOLIS DE GOIAS
961;9;DOVERLANDIA
962;9;EDEALINA
963;9;EDEIA
964;9;ESTRELA DO NORTE
965;9;FAINA
966;9;FAZENDA NOVA
967;9;FIRMINOPOLIS
968;9;FLORES DE GOIAS
969;9;FORMOSA
970;9;FORMOSO
971;9;GOIANAPOLIS
972;9;GOIANDIRA
973;9;GOIANESIA
974;9;GOIANIA
975;9;GOIANIRA
976;9;GOIAS
977;9;GOIATUBA
978;9;GOUVELANDIA
979;9;GUAPO
980;9;GUARAITA
981;9;GUARANI DE GOIAS
982;9;GUARINOS
